id,year,season_type,game_id,game_date,game_teams,period,result,shot_type,shot_value,shot_zone,shot_range,shot_distance,shot_xlocation,shot_ylocation,opponent
154,1998-99,Regular Season,0029800337,"MAR 19, 1999",DAL @ DET,4,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,6,-33,61,DET
155,1998-99,Regular Season,0029800346,"MAR 20, 1999",DAL vs. SAC,2,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,SAC
156,1998-99,Regular Season,0029800346,"MAR 20, 1999",DAL vs. SAC,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,11,-111,5,SAC
157,1998-99,Regular Season,0029800377,"MAR 24, 1999",DAL vs. HOU,1,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,24+ ft.,23,-235,-16,HOU
158,1998-99,Regular Season,0029800393,"MAR 26, 1999",DAL vs. DEN,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-111,83,DEN
159,1998-99,Regular Season,0029800393,"MAR 26, 1999",DAL vs. DEN,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,DEN
160,1998-99,Regular Season,0029800393,"MAR 26, 1999",DAL vs. DEN,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,-158,83,DEN
161,1998-99,Regular Season,0029800393,"MAR 26, 1999",DAL vs. DEN,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-136,201,DEN
162,1998-99,Regular Season,0029800402,"MAR 27, 1999",DAL @ SAS,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,22,-201,98,SAS
163,1998-99,Regular Season,0029800402,"MAR 27, 1999",DAL @ SAS,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-81,242,SAS
164,1998-99,Regular Season,0029800402,"MAR 27, 1999",DAL @ SAS,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,9,89,25,SAS
165,1998-99,Regular Season,0029800416,"MAR 29, 1999",DAL vs. SEA,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-151,-16,SEA
166,1998-99,Regular Season,0029800416,"MAR 29, 1999",DAL vs. SEA,3,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,24+ ft.,23,235,-16,SEA
167,1998-99,Regular Season,0029800416,"MAR 29, 1999",DAL vs. SEA,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,143,149,SEA
168,1998-99,Regular Season,0029800416,"MAR 29, 1999",DAL vs. SEA,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-151,201,SEA
169,1998-99,Regular Season,0029800416,"MAR 29, 1999",DAL vs. SEA,4,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,24+ ft.,22,-222,-16,SEA
170,1998-99,Regular Season,0029800416,"MAR 29, 1999",DAL vs. SEA,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,SEA
171,1998-99,Regular Season,0029800416,"MAR 29, 1999",DAL vs. SEA,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,130,-16,SEA
172,1998-99,Regular Season,0029800426,"MAR 30, 1999",DAL @ MIN,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-109,126,MIN
173,1998-99,Regular Season,0029800426,"MAR 30, 1999",DAL @ MIN,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,205,175,MIN
174,1998-99,Regular Season,0029800426,"MAR 30, 1999",DAL @ MIN,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,190,59,MIN
175,1998-99,Regular Season,0029800474,"APR 05, 1999",DAL @ MIN,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,81,179,MIN
176,1998-99,Regular Season,0029800474,"APR 05, 1999",DAL @ MIN,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,87,171,MIN
177,1998-99,Regular Season,0029800474,"APR 05, 1999",DAL @ MIN,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,27,169,218,MIN
178,1998-99,Regular Season,0029800474,"APR 05, 1999",DAL @ MIN,3,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIN
179,1998-99,Regular Season,0029800474,"APR 05, 1999",DAL @ MIN,4,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIN
180,1998-99,Regular Season,0029800474,"APR 05, 1999",DAL @ MIN,4,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,MIN
181,1998-99,Regular Season,0029800489,"APR 07, 1999",DAL @ MIA,2,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,10,-42,100,MIA
182,1998-99,Regular Season,0029800515,"APR 10, 1999",DAL vs. GSW,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,21,-66,205,GSW
183,1998-99,Regular Season,0029800539,"APR 13, 1999",DAL vs. SAS,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-145,61,SAS
184,1998-99,Regular Season,0029800539,"APR 13, 1999",DAL vs. SAS,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-124,216,SAS
185,1998-99,Regular Season,0029800539,"APR 13, 1999",DAL vs. SAS,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,10,162,SAS
186,1998-99,Regular Season,0029800539,"APR 13, 1999",DAL vs. SAS,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,1,205,SAS
187,1998-99,Regular Season,0029800539,"APR 13, 1999",DAL vs. SAS,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Back Court Shot,43,177,400,SAS
188,1998-99,Regular Season,0029800539,"APR 13, 1999",DAL vs. SAS,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,78,239,SAS
189,1998-99,Regular Season,0029800539,"APR 13, 1999",DAL vs. SAS,3,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,SAS
190,1998-99,Regular Season,0029800539,"APR 13, 1999",DAL vs. SAS,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,SAS
191,1998-99,Regular Season,0029800539,"APR 13, 1999",DAL vs. SAS,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,SAS
192,1998-99,Regular Season,0029800539,"APR 13, 1999",DAL vs. SAS,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,136,48,SAS
193,1998-99,Regular Season,0029800539,"APR 13, 1999",DAL vs. SAS,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,136,222,SAS
194,1998-99,Regular Season,0029800539,"APR 13, 1999",DAL vs. SAS,4,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,SAS
195,1998-99,Regular Season,0029800539,"APR 13, 1999",DAL vs. SAS,4,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,7,10,76,SAS
196,1998-99,Regular Season,0029800539,"APR 13, 1999",DAL vs. SAS,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,130,-10,SAS
197,1998-99,Regular Season,0029800554,"APR 15, 1999",DAL vs. MIN,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-136,-10,MIN
198,1998-99,Regular Season,0029800554,"APR 15, 1999",DAL vs. MIN,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-145,76,MIN
199,1998-99,Regular Season,0029800554,"APR 15, 1999",DAL vs. MIN,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-136,-3,MIN
200,1998-99,Regular Season,0029800554,"APR 15, 1999",DAL vs. MIN,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,158,205,MIN
201,1998-99,Regular Season,0029800554,"APR 15, 1999",DAL vs. MIN,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-136,0,MIN
202,1998-99,Regular Season,0029800568,"APR 16, 1999",DAL @ PHX,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,PHX
203,1998-99,Regular Season,0029800568,"APR 16, 1999",DAL @ PHX,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-85,231,PHX
204,1998-99,Regular Season,0029800568,"APR 16, 1999",DAL @ PHX,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-63,246,PHX
205,1998-99,Regular Season,0029800568,"APR 16, 1999",DAL @ PHX,1,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,5,20,48,PHX
206,1998-99,Regular Season,0029800568,"APR 16, 1999",DAL @ PHX,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-85,242,PHX
207,1998-99,Regular Season,0029800568,"APR 16, 1999",DAL @ PHX,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,PHX
208,1998-99,Regular Season,0029800568,"APR 16, 1999",DAL @ PHX,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,143,53,PHX
209,1998-99,Regular Season,0029800568,"APR 16, 1999",DAL @ PHX,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,93,76,PHX
210,1998-99,Regular Season,0029800568,"APR 16, 1999",DAL @ PHX,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,136,203,PHX
211,1998-99,Regular Season,0029800568,"APR 16, 1999",DAL @ PHX,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,21,216,-1,PHX
212,1998-99,Regular Season,0029800568,"APR 16, 1999",DAL @ PHX,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,70,242,PHX
213,1998-99,Regular Season,0029800568,"APR 16, 1999",DAL @ PHX,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,PHX
214,1998-99,Regular Season,0029800568,"APR 16, 1999",DAL @ PHX,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,-134,42,PHX
215,1998-99,Regular Season,0029800568,"APR 16, 1999",DAL @ PHX,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-113,70,PHX
216,1998-99,Regular Season,0029800568,"APR 16, 1999",DAL @ PHX,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,PHX
217,1998-99,Regular Season,0029800568,"APR 16, 1999",DAL @ PHX,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,93,130,PHX
218,1998-99,Regular Season,0029800573,"APR 17, 1999",DAL vs. POR,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,143,115,POR
219,1998-99,Regular Season,0029800573,"APR 17, 1999",DAL vs. POR,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,100,229,POR
220,1998-99,Regular Season,0029800573,"APR 17, 1999",DAL vs. POR,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-151,121,POR
221,1998-99,Regular Season,0029800573,"APR 17, 1999",DAL vs. POR,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-158,188,POR
222,1998-99,Regular Season,0029800573,"APR 17, 1999",DAL vs. POR,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,POR
223,1998-99,Regular Season,0029800573,"APR 17, 1999",DAL vs. POR,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,171,201,POR
224,1998-99,Regular Season,0029800573,"APR 17, 1999",DAL vs. POR,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,171,188,POR
225,1998-99,Regular Season,0029800573,"APR 17, 1999",DAL vs. POR,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-166,188,POR
226,1998-99,Regular Season,0029800573,"APR 17, 1999",DAL vs. POR,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,9,-96,10,POR
227,1998-99,Regular Season,0029800573,"APR 17, 1999",DAL vs. POR,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,-3,188,POR
228,1998-99,Regular Season,0029800573,"APR 17, 1999",DAL vs. POR,4,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,POR
229,1998-99,Regular Season,0029800597,"APR 20, 1999",DAL vs. PHX,1,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,PHX
230,1998-99,Regular Season,0029800597,"APR 20, 1999",DAL vs. PHX,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,151,205,PHX
231,1998-99,Regular Season,0029800597,"APR 20, 1999",DAL vs. PHX,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,136,93,PHX
232,1998-99,Regular Season,0029800597,"APR 20, 1999",DAL vs. PHX,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,8,-81,-3,PHX
233,1998-99,Regular Season,0029800597,"APR 20, 1999",DAL vs. PHX,3,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,PHX
234,1998-99,Regular Season,0029800597,"APR 20, 1999",DAL vs. PHX,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,123,216,PHX
235,1998-99,Regular Season,0029800597,"APR 20, 1999",DAL vs. PHX,3,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,PHX
236,1998-99,Regular Season,0029800597,"APR 20, 1999",DAL vs. PHX,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,10,-102,27,PHX
237,1998-99,Regular Season,0029800597,"APR 20, 1999",DAL vs. PHX,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-158,-3,PHX
238,1998-99,Regular Season,0029800597,"APR 20, 1999",DAL vs. PHX,4,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,PHX
239,1998-99,Regular Season,0029800597,"APR 20, 1999",DAL vs. PHX,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,10,156,PHX
240,1998-99,Regular Season,0029800607,"APR 21, 1999",DAL @ HOU,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,162,38,HOU
241,1998-99,Regular Season,0029800607,"APR 21, 1999",DAL @ HOU,1,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,6,-36,48,HOU
242,1998-99,Regular Season,0029800607,"APR 21, 1999",DAL @ HOU,1,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,8,-72,42,HOU
243,1998-99,Regular Season,0029800607,"APR 21, 1999",DAL @ HOU,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,147,59,HOU
244,1998-99,Regular Season,0029800607,"APR 21, 1999",DAL @ HOU,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,147,42,HOU
245,1998-99,Regular Season,0029800607,"APR 21, 1999",DAL @ HOU,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,HOU
246,1998-99,Regular Season,0029800607,"APR 21, 1999",DAL @ HOU,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,HOU
247,1998-99,Regular Season,0029800607,"APR 21, 1999",DAL @ HOU,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,10,-109,14,HOU
248,1998-99,Regular Season,0029800607,"APR 21, 1999",DAL @ HOU,3,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,24+ ft.,23,226,63,HOU
249,1998-99,Regular Season,0029800607,"APR 21, 1999",DAL @ HOU,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,199,139,HOU
250,1998-99,Regular Season,0029800607,"APR 21, 1999",DAL @ HOU,4,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,HOU
251,1998-99,Regular Season,0029800607,"APR 21, 1999",DAL @ HOU,4,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,9,-27,89,HOU
252,1998-99,Regular Season,0029800607,"APR 21, 1999",DAL @ HOU,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,22,-42,218,HOU
253,1998-99,Regular Season,0029800616,"APR 22, 1999",DAL @ SAS,1,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,5,46,25,SAS
254,1998-99,Regular Season,0029800616,"APR 22, 1999",DAL @ SAS,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,-109,53,SAS
255,1998-99,Regular Season,0029800616,"APR 22, 1999",DAL @ SAS,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-149,21,SAS
256,1998-99,Regular Season,0029800616,"APR 22, 1999",DAL @ SAS,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,154,48,SAS
257,1998-99,Regular Season,0029800616,"APR 22, 1999",DAL @ SAS,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,154,21,SAS
258,1998-99,Regular Season,0029800616,"APR 22, 1999",DAL @ SAS,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,22,169,143,SAS
259,1998-99,Regular Season,0029800616,"APR 22, 1999",DAL @ SAS,4,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,8,3,81,SAS
260,1998-99,Regular Season,0029800616,"APR 22, 1999",DAL @ SAS,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,-149,-16,SAS
261,1998-99,Regular Season,0029800632,"APR 24, 1999",DAL @ SAC,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,21,149,154,SAC
262,1998-99,Regular Season,0029800632,"APR 24, 1999",DAL @ SAC,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,222,109,SAC
263,1998-99,Regular Season,0029800632,"APR 24, 1999",DAL @ SAC,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,-171,76,SAC
264,1998-99,Regular Season,0029800632,"APR 24, 1999",DAL @ SAC,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,SAC
265,1998-99,Regular Season,0029800632,"APR 24, 1999",DAL @ SAC,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,3,29,10,SAC
266,1998-99,Regular Season,0029800632,"APR 24, 1999",DAL @ SAC,3,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,6,57,31,SAC
267,1998-99,Regular Season,0029800632,"APR 24, 1999",DAL @ SAC,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,3,-27,16,SAC
268,1998-99,Regular Season,0029800645,"APR 26, 1999",DAL vs. CHI,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,151,61,CHI
269,1998-99,Regular Season,0029800645,"APR 26, 1999",DAL vs. CHI,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,-117,166,CHI
270,1998-99,Regular Season,0029800645,"APR 26, 1999",DAL vs. CHI,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,CHI
271,1998-99,Regular Season,0029800645,"APR 26, 1999",DAL vs. CHI,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,CHI
272,1998-99,Regular Season,0029800645,"APR 26, 1999",DAL vs. CHI,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,-145,111,CHI
273,1998-99,Regular Season,0029800645,"APR 26, 1999",DAL vs. CHI,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,158,66,CHI
274,1998-99,Regular Season,0029800645,"APR 26, 1999",DAL vs. CHI,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,130,16,CHI
275,1998-99,Regular Season,0029800645,"APR 26, 1999",DAL vs. CHI,3,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,CHI
276,1998-99,Regular Season,0029800645,"APR 26, 1999",DAL vs. CHI,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,130,132,CHI
277,1998-99,Regular Season,0029800645,"APR 26, 1999",DAL vs. CHI,4,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,CHI
278,1998-99,Regular Season,0029800645,"APR 26, 1999",DAL vs. CHI,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,192,0,CHI
279,1998-99,Regular Season,0029800656,"APR 27, 1999",DAL vs. VAN,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-145,72,VAN
280,1998-99,Regular Season,0029800656,"APR 27, 1999",DAL vs. VAN,1,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,11,10,115,VAN
281,1998-99,Regular Season,0029800656,"APR 27, 1999",DAL vs. VAN,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,VAN
282,1998-99,Regular Season,0029800656,"APR 27, 1999",DAL vs. VAN,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,143,115,VAN
283,1998-99,Regular Season,0029800656,"APR 27, 1999",DAL vs. VAN,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,VAN
284,1998-99,Regular Season,0029800656,"APR 27, 1999",DAL vs. VAN,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,VAN
285,1998-99,Regular Season,0029800656,"APR 27, 1999",DAL vs. VAN,3,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,VAN
286,1998-99,Regular Season,0029800656,"APR 27, 1999",DAL vs. VAN,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-136,5,VAN
287,1998-99,Regular Season,0029800656,"APR 27, 1999",DAL vs. VAN,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,VAN
288,1998-99,Regular Season,0029800656,"APR 27, 1999",DAL vs. VAN,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,VAN
289,1998-99,Regular Season,0029800669,"APR 29, 1999",DAL @ HOU,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,-100,139,HOU
290,1998-99,Regular Season,0029800669,"APR 29, 1999",DAL @ HOU,1,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,HOU
291,1998-99,Regular Season,0029800669,"APR 29, 1999",DAL @ HOU,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,HOU
292,1998-99,Regular Season,0029800669,"APR 29, 1999",DAL @ HOU,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,147,3,HOU
293,1998-99,Regular Season,0029800669,"APR 29, 1999",DAL @ HOU,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,132,145,HOU
294,1998-99,Regular Season,0029800669,"APR 29, 1999",DAL @ HOU,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,23,138,196,HOU
295,1998-99,Regular Season,0029800669,"APR 29, 1999",DAL @ HOU,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,HOU
296,1998-99,Regular Season,0029800669,"APR 29, 1999",DAL @ HOU,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,132,38,HOU
297,1998-99,Regular Season,0029800669,"APR 29, 1999",DAL @ HOU,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-182,76,HOU
298,1998-99,Regular Season,0029800669,"APR 29, 1999",DAL @ HOU,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,HOU
299,1998-99,Regular Season,0029800669,"APR 29, 1999",DAL @ HOU,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,HOU
300,1998-99,Regular Season,0029800669,"APR 29, 1999",DAL @ HOU,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-151,-1,HOU
301,1998-99,Regular Season,0029800669,"APR 29, 1999",DAL @ HOU,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,-182,-14,HOU
302,1998-99,Regular Season,0029800669,"APR 29, 1999",DAL @ HOU,4,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,4,-27,42,HOU
303,1998-99,Regular Season,0029800669,"APR 29, 1999",DAL @ HOU,4,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,24+ ft.,23,233,18,HOU
304,1998-99,Regular Season,0029800688,"MAY 01, 1999",DAL vs. GSW,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,-136,55,GSW
305,1998-99,Regular Season,0029800688,"MAY 01, 1999",DAL vs. GSW,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,1,181,GSW
306,1998-99,Regular Season,0029800688,"MAY 01, 1999",DAL vs. GSW,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,0,GSW
307,1998-99,Regular Season,0029800688,"MAY 01, 1999",DAL vs. GSW,2,Missed Shot,Driving Layup Shot,2PT Field Goal,Above the Break 3,24+ ft.,42,-173,383,GSW
308,1998-99,Regular Season,0029800688,"MAY 01, 1999",DAL vs. GSW,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,87,166,GSW
